LoadLibrary Error :126
Error :agora::rtc::NodeRtcEngine::registerPlugin, :3811, not unload plugin "bytedance"

duration : 1, tx :451408, rx :4367, txbr :0, rxbr :0, txAudioBr :0, rxAudioBr :0, users :1
duration : 1409, tx :565107620, rx :12337976, txbr :2152, rxbr :7, txAudioBr :74, rxAudioBr :0, users :1

duration : 1411, tx :565628036, rx :12339967, txbr :2082, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1413, tx :566169999, rx :12341713, txbr :2167, rxbr :6, txAudioBr :79, rxAudioBr :0, users :1

duration : 1415, tx :566733105, rx :12343761, txbr :2251, rxbr :8, txAudioBr :67, rxAudioBr :0, users :1

duration : 1417, tx :567331739, rx :12345888, txbr :2395, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 1419, tx :567936224, rx :12347864, txbr :2417, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1421, tx :568520098, rx :12349855, txbr :2334, rxbr :7, txAudioBr :68, rxAudioBr :0, users :1

duration : 1423, tx :569111079, rx :12351769, txbr :2365, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1425, tx :569700978, rx :12353544, txbr :2359, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1427, tx :570222974, rx :12355673, txbr :2087, rxbr :8, txAudioBr :68, rxAudioBr :0, users :1

duration : 1429, tx :570771645, rx :12357642, txbr :2194, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1431, tx :571300274, rx :12359640, txbr :2112, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1433, tx :571814526, rx :12361602, txbr :2059, rxbr :7, txAudioBr :76, rxAudioBr :0, users :1

duration : 1435, tx :572327399, rx :12363593, txbr :2052, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1437, tx :572891320, rx :12365291, txbr :2253, rxbr :6, txAudioBr :72, rxAudioBr :0, users :1

duration : 1439, tx :573449545, rx :12367472, txbr :2234, rxbr :8, txAudioBr :72, rxAudioBr :0, users :1

duration : 1441, tx :574005912, rx :12369616, txbr :2222, rxbr :8, txAudioBr :77, rxAudioBr :0, users :1

duration : 1443, tx :574530544, rx :12371537, txbr :2100, rxbr :7, txAudioBr :66, rxAudioBr :0, users :1

duration : 1445, tx :575030799, rx :12373528, txbr :2001, rxbr :7, txAudioBr :72, rxAudioBr :0, users :1

duration : 1447, tx :575575994, rx :12375442, txbr :2181, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1449, tx :576139249, rx :12377302, txbr :2253, rxbr :7, txAudioBr :72, rxAudioBr :0, users :1

duration : 1451, tx :576743619, rx :12379293, txbr :2415, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1453, tx :577333077, rx :12381262, txbr :2357, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1455, tx :577936681, rx :12383356, txbr :2415, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 1457, tx :578527547, rx :12385320, txbr :2363, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1459, tx :579109994, rx :12387234, txbr :2330, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1461, tx :579668464, rx :12389002, txbr :2232, rxbr :7, txAudioBr :75, rxAudioBr :0, users :1

duration : 1463, tx :580232482, rx :12391129, txbr :2256, rxbr :8, txAudioBr :72, rxAudioBr :0, users :1

duration : 1465, tx :580781003, rx :12393120, txbr :2195, rxbr :7, txAudioBr :67, rxAudioBr :0, users :1

duration : 1467, tx :581303869, rx :12395089, txbr :2091, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1469, tx :581772027, rx :12396831, txbr :1870, rxbr :6, txAudioBr :82, rxAudioBr :0, users :1

duration : 1471, tx :582288804, rx :12398822, txbr :2068, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1473, tx :582760340, rx :12400458, txbr :1887, rxbr :6, txAudioBr :79, rxAudioBr :0, users :1

duration : 1475, tx :583241169, rx :12402503, txbr :1922, rxbr :8, txAudioBr :76, rxAudioBr :0, users :1

duration : 1477, tx :583733999, rx :12404417, txbr :1972, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1479, tx :584246407, rx :12406331, txbr :2048, rxbr :7, txAudioBr :76, rxAudioBr :0, users :1

duration : 1481, tx :584773966, rx :12408495, txbr :2110, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 1483, tx :585344287, rx :12410754, txbr :2281, rxbr :9, txAudioBr :82, rxAudioBr :0, users :1

duration : 1485, tx :585884510, rx :12412638, txbr :2159, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1487, tx :586357430, rx :12414607, txbr :1893, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1489, tx :586809691, rx :12416521, txbr :1808, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 1491, tx :587275187, rx :12418464, txbr :1861, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1493, tx :587911935, rx :12420568, txbr :2546, rxbr :8, txAudioBr :81, rxAudioBr :0, users :1

duration : 1495, tx :588436506, rx :12422537, txbr :2098, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 1497, tx :589300472, rx :12425197, txbr :3455, rxbr :10, txAudioBr :74, rxAudioBr :0, users :1

duration : 1499, tx :590028130, rx :12427513, txbr :2910, rxbr :9, txAudioBr :74, rxAudioBr :0, users :1

duration : 1501, tx :590925268, rx :12430370, txbr :3588, rxbr :11, txAudioBr :81, rxAudioBr :0, users :1

duration : 1503, tx :591783765, rx :12434056, txbr :3435, rxbr :14, txAudioBr :82, rxAudioBr :0, users :1

duration : 1505, tx :592653756, rx :12437551, txbr :3478, rxbr :13, txAudioBr :79, rxAudioBr :0, users :1

duration : 1507, tx :593494525, rx :12440066, txbr :3363, rxbr :10, txAudioBr :82, rxAudioBr :0, users :1

duration : 1509, tx :594160094, rx :12442054, txbr :2663, rxbr :7, txAudioBr :75, rxAudioBr :0, users :1

duration : 1511, tx :594811787, rx :12444093, txbr :2606, rxbr :8, txAudioBr :77, rxAudioBr :0, users :1

duration : 1513, tx :595578820, rx :12446007, txbr :3068, rxbr :7, txAudioBr :75, rxAudioBr :0, users :1

duration : 1515, tx :596383064, rx :12447950, txbr :3215, rxbr :7, txAudioBr :69, rxAudioBr :0, users :1

duration : 1517, tx :597157836, rx :12449914, txbr :3100, rxbr :7, txAudioBr :64, rxAudioBr :0, users :1

duration : 1519, tx :597981056, rx :12452209, txbr :3291, rxbr :9, txAudioBr :83, rxAudioBr :0, users :1

duration : 1521, tx :598717263, rx :12454255, txbr :2944, rxbr :8, txAudioBr :75, rxAudioBr :0, users :1

duration : 1523, tx :599422965, rx :12456169, txbr :2822, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1525, tx :600261901, rx :12458229, txbr :3355, rxbr :8, txAudioBr :81, rxAudioBr :0, users :1

duration : 1527, tx :601147870, rx :12460516, txbr :3545, rxbr :9, txAudioBr :76, rxAudioBr :0, users :1

duration : 1529, tx :601976469, rx :12462843, txbr :3312, rxbr :9, txAudioBr :75, rxAudioBr :0, users :1

duration : 1531, tx :602745374, rx :12464855, txbr :3075, rxbr :8, txAudioBr :65, rxAudioBr :0, users :1

duration : 1533, tx :603547000, rx :12466981, txbr :3209, rxbr :8, txAudioBr :71, rxAudioBr :0, users :1

duration : 1535, tx :604351162, rx :12468972, txbr :3213, rxbr :7, txAudioBr :71, rxAudioBr :0, users :1

duration : 1537, tx :605108652, rx :12470886, txbr :3029, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 1539, tx :605856830, rx :12473085, txbr :2994, rxbr :8, txAudioBr :82, rxAudioBr :0, users :1

duration : 1541, tx :606657534, rx :12476441, txbr :3201, rxbr :13, txAudioBr :80, rxAudioBr :0, users :1

duration : 1543, tx :607439091, rx :12479125, txbr :3124, rxbr :10, txAudioBr :83, rxAudioBr :0, users :1

duration : 1545, tx :608247160, rx :12481046, txbr :3233, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1547, tx :609040964, rx :12483037, txbr :3175, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1549, tx :609844401, rx :12484951, txbr :3213, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1551, tx :610743396, rx :12487018, txbr :3595, rxbr :8, txAudioBr :81, rxAudioBr :0, users :1

duration : 1553, tx :611648914, rx :12491118, txbr :3622, rxbr :16, txAudioBr :84, rxAudioBr :0, users :1

duration : 1555, tx :612429242, rx :12493311, txbr :3121, rxbr :8, txAudioBr :82, rxAudioBr :0, users :1

duration : 1557, tx :613149074, rx :12495304, txbr :2880, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 1559, tx :613850546, rx :12497218, txbr :2805, rxbr :7, txAudioBr :76, rxAudioBr :0, users :1

duration : 1561, tx :614712780, rx :12499257, txbr :3448, rxbr :8, txAudioBr :79, rxAudioBr :0, users :1

duration : 1563, tx :615600012, rx :12501564, txbr :3547, rxbr :9, txAudioBr :81, rxAudioBr :0, users :1

duration : 1565, tx :616443564, rx :12504570, txbr :3375, rxbr :12, txAudioBr :77, rxAudioBr :0, users :1

duration : 1567, tx :617174602, rx :12506448, txbr :2924, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1569, tx :617905994, rx :12508362, txbr :2924, rxbr :7, txAudioBr :74, rxAudioBr :0, users :1

duration : 1571, tx :618807935, rx :12510353, txbr :3607, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1573, tx :619711996, rx :12512324, txbr :3616, rxbr :7, txAudioBr :75, rxAudioBr :0, users :1

duration : 1575, tx :620578038, rx :12515458, txbr :3464, rxbr :12, txAudioBr :76, rxAudioBr :0, users :1

duration : 1577, tx :621391761, rx :12518099, txbr :3256, rxbr :10, txAudioBr :79, rxAudioBr :0, users :1

duration : 1579, tx :622134925, rx :12519900, txbr :2972, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 1581, tx :622883725, rx :12521843, txbr :2996, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1583, tx :623769029, rx :12523805, txbr :3535, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1585, tx :624641005, rx :12525776, txbr :3491, rxbr :7, txAudioBr :74, rxAudioBr :0, users :1

duration : 1587, tx :625414264, rx :12527916, txbr :3091, rxbr :8, txAudioBr :65, rxAudioBr :0, users :1

duration : 1589, tx :626076356, rx :12530556, txbr :2648, rxbr :10, txAudioBr :83, rxAudioBr :0, users :1

duration : 1591, tx :626754826, rx :12532434, txbr :2713, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 1593, tx :627389487, rx :12534300, txbr :2539, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1595, tx :628051936, rx :12536262, txbr :2648, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1597, tx :628755674, rx :12538316, txbr :2816, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 1599, tx :629430482, rx :12540190, txbr :2696, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1601, tx :630137634, rx :12543024, txbr :2831, rxbr :11, txAudioBr :74, rxAudioBr :0, users :1

duration : 1603, tx :630771799, rx :12545091, txbr :2537, rxbr :8, txAudioBr :66, rxAudioBr :0, users :1

duration : 1605, tx :631507760, rx :12546797, txbr :2940, rxbr :6, txAudioBr :67, rxAudioBr :0, users :1

duration : 1607, tx :632241276, rx :12548843, txbr :2934, rxbr :8, txAudioBr :67, rxAudioBr :0, users :1

duration : 1609, tx :632906274, rx :12551072, txbr :2659, rxbr :8, txAudioBr :76, rxAudioBr :0, users :1

duration : 1611, tx :633465440, rx :12553207, txbr :2237, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 1613, tx :634082363, rx :12556173, txbr :2466, rxbr :11, txAudioBr :72, rxAudioBr :0, users :1

duration : 1615, tx :634656453, rx :12557974, txbr :2297, rxbr :7, txAudioBr :66, rxAudioBr :0, users :1

duration : 1617, tx :635350193, rx :12559965, txbr :2773, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1619, tx :636143984, rx :12561927, txbr :3175, rxbr :7, txAudioBr :76, rxAudioBr :0, users :1

duration : 1621, tx :636923674, rx :12563966, txbr :3120, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 1623, tx :637700237, rx :12566009, txbr :3104, rxbr :8, txAudioBr :74, rxAudioBr :0, users :1

duration : 1625, tx :638459656, rx :12568815, txbr :3040, rxbr :11, txAudioBr :62, rxAudioBr :0, users :1

duration : 1627, tx :639149819, rx :12571008, txbr :2759, rxbr :8, txAudioBr :82, rxAudioBr :0, users :1

duration : 1629, tx :639791819, rx :12572874, txbr :2566, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1631, tx :640397150, rx :12574865, txbr :2422, rxbr :7, txAudioBr :76, rxAudioBr :0, users :1

duration : 1633, tx :641163897, rx :12576836, txbr :3065, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1635, tx :641948674, rx :12578978, txbr :3140, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 1637, tx :642749330, rx :12581150, txbr :3202, rxbr :8, txAudioBr :71, rxAudioBr :0, users :1

duration : 1639, tx :643481140, rx :12582841, txbr :2927, rxbr :6, txAudioBr :80, rxAudioBr :0, users :1

duration : 1641, tx :644170276, rx :12584887, txbr :2756, rxbr :8, txAudioBr :79, rxAudioBr :0, users :1

duration : 1643, tx :644861537, rx :12586801, txbr :2763, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1645, tx :645566051, rx :12588886, txbr :2818, rxbr :8, txAudioBr :79, rxAudioBr :0, users :1

duration : 1647, tx :646277674, rx :12591057, txbr :2846, rxbr :8, txAudioBr :72, rxAudioBr :0, users :1

duration : 1649, tx :647115529, rx :12593143, txbr :3351, rxbr :8, txAudioBr :75, rxAudioBr :0, users :1

duration : 1651, tx :647806392, rx :12594966, txbr :2764, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1653, tx :648585551, rx :12596832, txbr :3115, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1655, tx :649360023, rx :12598794, txbr :3099, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1657, tx :650144464, rx :12601149, txbr :3137, rxbr :9, txAudioBr :78, rxAudioBr :0, users :1

duration : 1659, tx :650917542, rx :12604582, txbr :3090, rxbr :13, txAudioBr :78, rxAudioBr :0, users :1

duration : 1661, tx :651650825, rx :12606858, txbr :2934, rxbr :9, txAudioBr :80, rxAudioBr :0, users :1

duration : 1663, tx :652245685, rx :12608604, txbr :2378, rxbr :6, txAudioBr :83, rxAudioBr :0, users :1

duration : 1665, tx :652827972, rx :12610470, txbr :2330, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1667, tx :653543036, rx :12612518, txbr :2860, rxbr :8, txAudioBr :81, rxAudioBr :0, users :1

duration : 1669, tx :654252075, rx :12614546, txbr :2834, rxbr :8, txAudioBr :81, rxAudioBr :0, users :1

duration : 1671, tx :654894872, rx :12616491, txbr :2572, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 1673, tx :655558423, rx :12618815, txbr :2652, rxbr :9, txAudioBr :83, rxAudioBr :0, users :1

duration : 1675, tx :656115545, rx :12620561, txbr :2229, rxbr :6, txAudioBr :82, rxAudioBr :0, users :1

duration : 1677, tx :656719177, rx :12622504, txbr :2413, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1679, tx :657466660, rx :12624703, txbr :2991, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 1681, tx :658227261, rx :12627944, txbr :3040, rxbr :12, txAudioBr :78, rxAudioBr :0, users :1

duration : 1683, tx :658940148, rx :12630380, txbr :2852, rxbr :9, txAudioBr :83, rxAudioBr :0, users :1

duration : 1685, tx :659539998, rx :12632593, txbr :2397, rxbr :8, txAudioBr :79, rxAudioBr :0, users :1

duration : 1687, tx :660135431, rx :12634416, txbr :2382, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1689, tx :660816250, rx :12636337, txbr :2723, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1691, tx :661458490, rx :12638376, txbr :2570, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 1693, tx :662132101, rx :12640860, txbr :2694, rxbr :9, txAudioBr :78, rxAudioBr :0, users :1

duration : 1695, tx :662755453, rx :12643011, txbr :2493, rxbr :8, txAudioBr :64, rxAudioBr :0, users :1

duration : 1697, tx :663378426, rx :12645052, txbr :2491, rxbr :8, txAudioBr :63, rxAudioBr :0, users :1

duration : 1699, tx :663998635, rx :12646798, txbr :2480, rxbr :6, txAudioBr :82, rxAudioBr :0, users :1

duration : 1701, tx :664751987, rx :12648741, txbr :3011, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1703, tx :665532419, rx :12651332, txbr :3121, rxbr :10, txAudioBr :82, rxAudioBr :0, users :1

duration : 1705, tx :666304087, rx :12653476, txbr :3088, rxbr :8, txAudioBr :74, rxAudioBr :0, users :1

duration : 1707, tx :666958096, rx :12655522, txbr :2614, rxbr :8, txAudioBr :62, rxAudioBr :0, users :1

duration : 1709, tx :667468698, rx :12657436, txbr :2043, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1711, tx :668069512, rx :12659259, txbr :2403, rxbr :7, txAudioBr :69, rxAudioBr :0, users :1

duration : 1713, tx :668745535, rx :12661173, txbr :2704, rxbr :7, txAudioBr :63, rxAudioBr :0, users :1

duration : 1715, tx :669440951, rx :12663885, txbr :2781, rxbr :10, txAudioBr :74, rxAudioBr :0, users :1

duration : 1717, tx :670101372, rx :12665935, txbr :2641, rxbr :8, txAudioBr :81, rxAudioBr :0, users :1

duration : 1719, tx :670695175, rx :12667856, txbr :2375, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1721, tx :671424682, rx :12669847, txbr :2916, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1723, tx :672218087, rx :12671593, txbr :3172, rxbr :6, txAudioBr :83, rxAudioBr :0, users :1

duration : 1725, tx :673008363, rx :12673516, txbr :3164, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 1727, tx :673814105, rx :12675671, txbr :3221, rxbr :8, txAudioBr :76, rxAudioBr :0, users :1

duration : 1729, tx :674586602, rx :12678329, txbr :3091, rxbr :10, txAudioBr :80, rxAudioBr :0, users :1

duration : 1731, tx :675376199, rx :12680461, txbr :3156, rxbr :8, txAudioBr :75, rxAudioBr :0, users :1

duration : 1733, tx :676161623, rx :12682423, txbr :3143, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1735, tx :676929707, rx :12684169, txbr :3072, rxbr :6, txAudioBr :82, rxAudioBr :0, users :1

duration : 1737, tx :677702504, rx :12686107, txbr :3089, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1739, tx :678449017, rx :12688075, txbr :2986, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1741, tx :679238275, rx :12690563, txbr :3158, rxbr :9, txAudioBr :76, rxAudioBr :0, users :1

duration : 1743, tx :679972066, rx :12692673, txbr :2935, rxbr :8, txAudioBr :76, rxAudioBr :0, users :1

duration : 1745, tx :680784708, rx :12694818, txbr :3250, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 1747, tx :681587857, rx :12696641, txbr :3210, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1749, tx :682366258, rx :12698555, txbr :3115, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1751, tx :683094482, rx :12700879, txbr :2912, rxbr :9, txAudioBr :71, rxAudioBr :0, users :1

duration : 1753, tx :684027640, rx :12703642, txbr :3730, rxbr :11, txAudioBr :67, rxAudioBr :0, users :1

duration : 1755, tx :685331292, rx :12708352, txbr :5212, rxbr :18, txAudioBr :67, rxAudioBr :0, users :1

duration : 1757, tx :686305999, rx :12710870, txbr :3898, rxbr :10, txAudioBr :83, rxAudioBr :0, users :1

duration : 1759, tx :687246832, rx :12712863, txbr :3765, rxbr :7, txAudioBr :71, rxAudioBr :0, users :1

duration : 1761, tx :688222344, rx :12715009, txbr :3902, rxbr :8, txAudioBr :66, rxAudioBr :0, users :1

duration : 1763, tx :689098572, rx :12717268, txbr :3503, rxbr :9, txAudioBr :61, rxAudioBr :0, users :1

duration : 1765, tx :689999867, rx :12719578, txbr :3606, rxbr :9, txAudioBr :67, rxAudioBr :0, users :1

duration : 1767, tx :690809451, rx :12721576, txbr :3238, rxbr :7, txAudioBr :62, rxAudioBr :0, users :1

duration : 1769, tx :691624346, rx :12723538, txbr :3259, rxbr :7, txAudioBr :63, rxAudioBr :0, users :1

duration : 1771, tx :692463037, rx :12725306, txbr :3354, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1773, tx :693295994, rx :12727477, txbr :3331, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 1775, tx :694206599, rx :12729562, txbr :3642, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 1777, tx :695071965, rx :12731894, txbr :3461, rxbr :9, txAudioBr :76, rxAudioBr :0, users :1

duration : 1779, tx :695943387, rx :12734364, txbr :3487, rxbr :9, txAudioBr :75, rxAudioBr :0, users :1

duration : 1781, tx :696796318, rx :12736647, txbr :3411, rxbr :9, txAudioBr :81, rxAudioBr :0, users :1

duration : 1783, tx :697948251, rx :12739274, txbr :4605, rxbr :10, txAudioBr :81, rxAudioBr :0, users :1

duration : 1785, tx :699202380, rx :12743882, txbr :5016, rxbr :18, txAudioBr :84, rxAudioBr :0, users :1

duration : 1787, tx :700357704, rx :12747445, txbr :4600, rxbr :14, txAudioBr :74, rxAudioBr :0, users :1

duration : 1789, tx :701382261, rx :12749486, txbr :4116, rxbr :8, txAudioBr :79, rxAudioBr :0, users :1

duration : 1791, tx :702358536, rx :12751364, txbr :3905, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1793, tx :703460665, rx :12753626, txbr :4408, rxbr :9, txAudioBr :79, rxAudioBr :0, users :1

duration : 1795, tx :704471926, rx :12756022, txbr :4047, rxbr :9, txAudioBr :82, rxAudioBr :0, users :1

duration : 1797, tx :705355030, rx :12760092, txbr :3530, rxbr :16, txAudioBr :82, rxAudioBr :0, users :1

duration : 1799, tx :706187139, rx :12763359, txbr :3323, rxbr :13, txAudioBr :77, rxAudioBr :0, users :1

duration : 1801, tx :707003662, rx :12765398, txbr :3267, rxbr :8, txAudioBr :81, rxAudioBr :0, users :1

duration : 1803, tx :707830966, rx :12767151, txbr :3312, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1805, tx :708603257, rx :12769127, txbr :3089, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1807, tx :709398839, rx :12771878, txbr :3182, rxbr :11, txAudioBr :78, rxAudioBr :0, users :1

duration : 1809, tx :710229902, rx :12775521, txbr :3324, rxbr :14, txAudioBr :73, rxAudioBr :0, users :1

duration : 1811, tx :711064302, rx :12778196, txbr :3335, rxbr :10, txAudioBr :79, rxAudioBr :0, users :1

duration : 1813, tx :711901527, rx :12780165, txbr :3350, rxbr :7, txAudioBr :74, rxAudioBr :0, users :1

duration : 1815, tx :712674430, rx :12782018, txbr :3093, rxbr :7, txAudioBr :66, rxAudioBr :0, users :1

duration : 1817, tx :713674709, rx :12784155, txbr :4001, rxbr :8, txAudioBr :69, rxAudioBr :0, users :1

duration : 1819, tx :714568329, rx :12787280, txbr :3572, rxbr :12, txAudioBr :69, rxAudioBr :0, users :1

duration : 1821, tx :715390025, rx :12791327, txbr :3290, rxbr :16, txAudioBr :69, rxAudioBr :0, users :1

duration : 1823, tx :716241035, rx :12793526, txbr :3400, rxbr :8, txAudioBr :70, rxAudioBr :0, users :1

duration : 1825, tx :717141395, rx :12795596, txbr :3601, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 1827, tx :717951469, rx :12797815, txbr :3240, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 1829, tx :718605449, rx :12799674, txbr :2617, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 1831, tx :719219593, rx :12801834, txbr :2456, rxbr :8, txAudioBr :71, rxAudioBr :0, users :1

duration : 1833, tx :719875940, rx :12803973, txbr :2625, rxbr :8, txAudioBr :73, rxAudioBr :0, users :1

duration : 1835, tx :720539774, rx :12805887, txbr :2652, rxbr :7, txAudioBr :71, rxAudioBr :0, users :1

duration : 1837, tx :721162899, rx :12807878, txbr :2496, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1839, tx :721756899, rx :12809624, txbr :2374, rxbr :6, txAudioBr :72, rxAudioBr :0, users :1

duration : 1841, tx :722414900, rx :12811734, txbr :2630, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 1843, tx :723048618, rx :12813933, txbr :2534, rxbr :8, txAudioBr :75, rxAudioBr :0, users :1

duration : 1845, tx :723657263, rx :12815902, txbr :2435, rxbr :7, txAudioBr :76, rxAudioBr :0, users :1

duration : 1847, tx :724286581, rx :12817948, txbr :2516, rxbr :8, txAudioBr :79, rxAudioBr :0, users :1

duration : 1849, tx :724865932, rx :12819807, txbr :2318, rxbr :7, txAudioBr :74, rxAudioBr :0, users :1

duration : 1851, tx :725414046, rx :12821630, txbr :2191, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1853, tx :726015381, rx :12823737, txbr :2405, rxbr :8, txAudioBr :70, rxAudioBr :0, users :1

duration : 1855, tx :726647902, rx :12825886, txbr :2530, rxbr :8, txAudioBr :73, rxAudioBr :0, users :1

duration : 1857, tx :727280921, rx :12827939, txbr :2532, rxbr :8, txAudioBr :70, rxAudioBr :0, users :1

duration : 1859, tx :727913737, rx :12829908, txbr :2531, rxbr :7, txAudioBr :62, rxAudioBr :0, users :1

duration : 1861, tx :728545132, rx :12831947, txbr :2525, rxbr :8, txAudioBr :73, rxAudioBr :0, users :1

duration : 1863, tx :729170077, rx :12833590, txbr :2499, rxbr :6, txAudioBr :76, rxAudioBr :0, users :1

duration : 1865, tx :729779635, rx :12835632, txbr :2438, rxbr :8, txAudioBr :74, rxAudioBr :0, users :1

duration : 1867, tx :730375226, rx :12837901, txbr :2382, rxbr :9, txAudioBr :67, rxAudioBr :0, users :1

duration : 1869, tx :730977218, rx :12839883, txbr :2405, rxbr :7, txAudioBr :67, rxAudioBr :0, users :1

duration : 1871, tx :731531886, rx :12841819, txbr :2217, rxbr :7, txAudioBr :62, rxAudioBr :0, users :1

duration : 1873, tx :732107718, rx :12843733, txbr :2306, rxbr :7, txAudioBr :63, rxAudioBr :0, users :1

duration : 1875, tx :732698878, rx :12845637, txbr :2364, rxbr :7, txAudioBr :66, rxAudioBr :0, users :1

duration : 1877, tx :733283046, rx :12847687, txbr :2336, rxbr :8, txAudioBr :63, rxAudioBr :0, users :1

